rho,state_id,failed_links_json,nominal_probability,worst_case_probability,probability_shift,state_loss,density_ratio
0.25,fail__corr_kanazawa_nanao__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0023166790507681764,0.004633358101536353,0.0023166790507681764,1101.1843389340956,2.0
0.25,fail__corr_kanazawa_nanao__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_kanazawa_nanao""]",0.01858841274308323,0.037176825486166465,0.018588412743083236,929.3272896632654,2.0000000000000004
0.25,fail__corr_kanazawa_nanao__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.024263516084433678,0.04852703216886735,0.02426351608443367,927.5293493107772,1.9999999999999998
0.25,fail__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0009668689646712374,0.001933737929342475,0.0009668689646712376,1352.6163144338113,2.0000000000000004
0.25,fail__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_nanao_anamizu""]",0.0077578978313060185,0.015515795662612037,0.0077578978313060185,1201.879909947406,2.0
0.25,fail__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.01012640946878742,0.020252818937574843,0.010126409468787423,1200.6812830457468,2.0000000000000004
0.25,fail__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima""]",0.009147283196484586,0.01829456639296917,0.009147283196484583,1075.0268564960577,1.9999999999999996
0.25,fail__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.011939978740215988,0.02387995748043198,0.011939978740215991,1072.329945967325,2.0000000000000004
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima,"[""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.00011297910420631379,0.00022595820841262755,0.00011297910420631376,1375.9467659161462,1.9999999999999998
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0009065140981157528,0.0018130281962315054,0.0009065140981157526,1230.4721032794384,1.9999999999999998
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0011832758237295923,0.002366551647459185,0.0011832758237295927,1229.5356760125171,2.0000000000000004
0.25,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.0010688644472228955,0.002137728894445789,0.0010688644472228934,1103.881249462828,1.999999999999998
0.25,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.001395192266586735,0.0027903845331734706,0.0013951922665867355,1101.1843389340954,2.0000000000000004
0.25,fail__corr_kanazawa_nanao__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.011194649383423473,0.022389298766846935,0.011194649383423462,929.3272896632654,1.9999999999999991
0.25,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.00044609194403412,0.00089218388806824,0.00044609194403412,1354.7139115117145,2.0
0.25,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0005822852767908166,0.001164570553581633,0.0005822852767908164,1352.6163144338113,1.9999999999999996
0.25,fail__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_nanao_anamizu""]",0.004672101237164968,0.009344202474329938,0.00467210123716497,1201.8799099474056,2.0000000000000004
0.25,fail__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima""]",0.005508841965736395,0.011017683931472788,0.005508841965736393,1075.0268564960577,1.9999999999999998
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto,"[""corr_anamizu_noto"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",5.2126058516900515e-05,0.00010425211703380103,5.2126058516900515e-05,1377.7821633593114,2.0
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",6.804031504591838e-05,0.0001360806300918368,6.804031504591841e-05,1375.946765916146,2.0000000000000004
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",0.0005459372798418369,0.001091874559683674,0.0005459372798418371,1230.472103279438,2.0000000000000004
0.25,fail__corr_kanazawa_nanao__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao""]",0.000643710836984694,0.0012874216739693896,0.0006437108369846956,1103.881249462828,2.000000000000002
0.25,fail__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_nanao_anamizu""]",0.0002686535410663266,0.0005373070821326533,0.0002686535410663267,1354.7139115117143,2.0000000000000004
0.25,fail__corr_kanazawa_nanao__corr_nanao_anamizu__corr_anamizu_wajima__corr_anamizu_noto__corr_anamizu_suzu,"[""corr_anamizu_noto"", ""corr_anamizu_suzu"", ""corr_anamizu_wajima"", ""corr_kanazawa_nanao"", ""corr_nanao_anamizu""]",3.139229566836736e-05,6.278459133673472e-05,3.139229566836736e-05,1377.7821633593112,2.0
